Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
5405,45.042000,-276.369720,-558.224365,-201.553070,-305.579285,-246.064896,-157.832214,-269.199310,-683.880188,-221.518845,-294.542755,-324.630920,-259.931244,-276.353302,-558.560486,-347.405792,-297.172791,-211.288116,-358.683777,-324.088928,-335.451385,-121.863724,-291.606506,-712.931885,-131.950287,-309.448883,-386.418945,-393.892151,,,,,,,,,,,,
5406,45.050000,-276.480042,-556.313599,-201.326889,-305.643829,-244.484924,-158.560501,-269.270386,-681.893982,-221.359741,-294.687500,-324.430664,-259.620605,-276.550720,-558.217407,-347.155457,-297.457916,-210.859070,-358.116974,-324.185364,-333.666077,-121.862000,-291.578400,-711.164307,-131.807327,-309.761047,-386.020569,-393.516541,,,,,,,,,,,,
5407,45.058000,-276.501709,-554.533569,-201.101059,-305.720306,-243.238190,-159.136322,-269.235657,-680.128845,-221.174301,-294.888794,-324.209869,-259.311432,-276.796082,-557.885742,-346.903656,-297.601471,-210.549774,-357.724030,-324.207642,-332.016663,-121.824387,-291.663239,-709.274170,-131.621902,-309.951904,-385.640625,-393.168854,,,,,,,,,,,,
5408,45.067000,-276.523499,-552.822388,-200.883255,-305.514038,-241.726959,-159.934631,-269.467590,-678.438599,-221.051590,-294.947693,-323.992523,-259.088165,-277.032379,-557.685303,-346.644135,-297.573547,-210.284241,-357.546661,-324.139191,-330.278870,-121.741745,-291.686371,-707.496826,-131.523468,-310.168823,-385.340240,-392.884491,,,,,,,,,,,,
5409,45.075000,-276.731750,-551.123962,-200.618668,-305.518555,-240.513580,-160.590942,-269.734711,-676.646362,-220.969955,-294.763916,-323.770782,-258.907288,-277.220917,-557.526611,-346.335876,-297.382477,-210.074677,-357.436218,-324.003265,-328.759460,-121.589745,-291.832092,-705.815063,-131.427322,-310.251770,-385.148834,-392.677032,,,,,,,,,,,,
5410,45.083000,-277.053772,-549.339600,-200.535690,-305.373260,-239.236938,-161.414307,-270.056091,-674.824585,-220.854721,-294.588074,-323.707458,-258.857880,-277.383484,-557.479675,-346.094482,-297.192291,-209.944016,-357.333618,-324.000549,-327.234467,-121.452164,-292.068604,-703.981750,-131.317520,-310.239960,-385.029114,-392.495758,,,,,,,,,,,,
5411,45.092000,-277.144226,-547.582520,-200.477570,-305.340179,-238.230499,-162.312546,-270.241516,-673.080811,-220.744522,-294.504272,-323.790558,-258.937653,-277.489014,-557.534729,-345.898621,-296.911652,-209.946686,-357.299835,-324.007324,-325.762268,-121.379341,-292.215881,-702.116638,-131.262650,-310.116119,-385.091705,-392.376221,,,,,,,,,,,,
5412,45.100000,-277.223816,-545.830627,-200.533051,-305.092987,-237.380035,-163.270630,-270.328125,-671.302429,-220.653137,-294.394135,-323.890045,-259.004333,-277.476257,-557.587830,-345.829254,-296.605774,-209.975952,-357.311371,-324.273499,-324.029480,-121.415604,-292.288788,-700.361328,-131.183060,-309.936157,-385.142120,-392.369629,,,,,,,,,,,,
5413,45.108000,-277.187653,-544.242493,-200.844208,-305.068298,-236.370346,-164.369720,-270.316589,-669.789368,-220.602509,-294.167175,-323.940582,-259.034027,-277.350464,-557.649841,-345.987183,-296.277008,-210.019150,-357.408203,-324.127869,-322.564728,-121.491158,-292.078033,-698.471497,-131.281494,-309.718811,-385.192902,-392.508270,,,,,,,,,,,,
5414,45.117000,-277.035950,-542.877563,-201.295120,-304.895477,-235.426926,-165.268753,-270.254303,-668.415344,-220.609970,-293.803497,-323.822662,-259.077698,-277.068848,-557.693481,-346.294647,-295.960236,-210.095642,-357.615204,-324.119019,-321.044525,-121.407356,-292.155609,-696.764832,-131.178909,-309.431305,-385.236145,-392.767303,,,,,,,,,,,,
5415,45.125000,-276.688446,-541.611267,-201.897278,-304.749695,-234.420197,-166.172424,-270.130127,-667.351074,-220.620178,-293.633606,-323.675385,-259.067902,-276.676575,-557.781982,-346.759247,-295.752991,-210.192719,-357.958221,-324.100555,-319.454163,-121.369087,-292.227814,-695.312744,-130.919540,-309.119537,-385.322845,-393.212555,,,,,,,,,,,,
5416,45.133000,-276.513336,-540.383667,-202.624725,-304.815308,-233.210846,-166.874878,-269.813049,-666.256042,-220.562088,-293.469299,-323.384003,-258.990265,-276.210785,-557.913208,-347.305511,-295.557495,-210.321213,-358.395844,-324.063782,-317.930725,-121.345192,-292.188202,-693.592041,-130.780655,-308.757904,-385.430817,-393.738892,,,,,,,,,,,,
5417,45.142000,-276.350189,-539.202209,-203.379288,-305.027740,-232.051376,-167.490601,-269.602051,-665.199341,-220.456940,-293.406219,-322.945038,-258.790558,-275.802734,-558.001770,-347.923065,-295.348999,-210.580505,-358.941193,-324.117004,-316.268494,-121.275620,-292.020020,-692.054321,-130.540909,-308.434540,-385.586212,-394.273743,,,,,,,,,,,,
5418,45.150000,-276.170197,-538.135193,-204.219772,-305.067078,-230.722778,-168.175537,-269.365143,-664.135193,-220.429062,-293.399994,-322.505707,-258.608276,-275.315857,-558.290588,-348.556549,-295.178864,-210.942413,-359.536804,-324.076019,-314.640320,-121.276215,-291.798676,-690.261780,-130.517883,-308.101074,-385.918732,-394.999664,,,,,,,,,,,,
5419,45.158000,-276.067688,-537.068237,-205.183533,-305.139465,-229.631271,-168.804977,-269.215912,-663.231262,-220.436676,-293.142975,-322.018555,-258.595245,-274.904633,-558.631592,-349.289886,-295.046844,-211.347153,-360.364502,-324.130402,-313.044739,-121.270699,-291.823730,-688.700317,-130.504425,-307.771637,-386.169403,-395.839264,,,,,,,,,,,,
5420,45.167000,-276.011963,-536.105347,-206.139404,-305.026550,-228.503479,-169.648956,-269.080688,-662.446533,-220.419205,-293.009857,-321.711212,-258.627655,-274.578003,-558.950623,-350.086273,-294.816284,-211.754410,-361.272095,-324.127441,-311.540253,-121.225723,-291.754669,-687.372375,-130.439865,-307.393005,-386.669342,-396.702881,,,,,,,,,,,,
5421,45.175000,-275.908722,-535.294373,-207.296082,-305.015747,-227.804016,-170.658295,-268.931610,-661.654297,-220.412476,-292.795685,-321.542664,-258.945892,-274.167297,-559.502441,-351.018951,-294.576660,-212.249008,-362.226593,-324.144257,-310.072815,-121.193115,-291.731873,-685.758362,-130.242096,-307.031952,-387.277313,-397.711121,,,,,,,,,,,,
5422,45.183000,-275.706268,-534.709900,-208.552536,-305.015839,-227.156006,-171.968033,-268.745575,-661.158508,-220.494949,-292.613373,-321.594086,-259.497040,-273.842346,-560.090759,-351.984619,-294.336792,-213.011002,-363.483337,-324.137421,-308.856781,-121.332527,-291.689941,-684.262695,-130.185379,-306.732513,-387.863953,-398.904083,,,,,,,,,,,,
5423,45.192000,-275.374725,-534.361511,-210.014420,-304.878204,-226.787567,-173.359482,-268.588165,-660.883911,-220.659134,-292.413910,-321.754456,-260.269836,-273.523499,-560.843628,-353.275757,-294.048340,-213.702972,-364.739044,-324.020599,-307.466553,-121.444962,-291.689667,-682.740112,-130.087921,-306.457184,-388.633789,-400.091339,,,,,,,,,,,,
5424,45.200000,-275.045471,-534.169189,-211.559616,-304.576843,-226.553116,-174.926117,-268.433899,-660.807068,-220.838226,-292.202484,-322.155701,-261.130798,-273.304626,-561.685913,-354.500793,-293.812073,-214.535202,-366.146454,-323.993347,-306.349579,-121.500107,-291.595459,-681.415466,-129.971741,-306.234863,-389.475189,-401.437927,,,,,,,,,,,,
5425,45.208000,-274.758423,-534.191284,-213.188232,-304.350067,-226.298904,-176.386505,-268.335724,-660.840027,-220.984421,-291.983002,-322.398132,-261.913086,-273.158966,-562.646973,-355.920258,-293.484375,-215.630157,-367.600861,-323.833160,-305.108887,-121.598518,-291.680054,-679.861572,-129.773743,-306.027802,-390.550171,-402.811066,,,,,,,,,,,,
5426,45.217000,-274.637634,-534.221436,-214.850250,-303.948517,-226.167252,-177.892593,-268.281647,-660.980530,-221.208832,-291.702545,-322.681671,-262.789093,-273.066162,-563.619324,-357.395813,-293.253571,-216.730804,-369.179810,-323.600220,-304.169220,-121.855904,-291.717590,-678.456665,-129.733109,-305.806000,-391.569611,-404.455353,,,,,,,,,,,,
5427,45.225000,-274.575806,-534.342163,-216.785873,-303.594635,-226.391937,-178.985718,-268.312225,-661.172058,-221.414185,-291.461731,-323.185120,-263.686829,-272.925171,-564.926086,-359.092773,-293.048340,-217.869614,-370.781189,-322.637512,-303.992584,-122.604309,-291.848694,-677.059448,-129.641785,-305.730835,-392.813202,-405.969299,,,,,,,,,,,,
5428,45.233000,-274.545898,-534.481506,-218.820770,-302.441315,-227.669724,-179.693100,-268.324097,-661.442200,-221.621094,-290.998840,-324.089417,-264.877045,-272.795746,-566.025818,-360.849670,-292.992096,-219.024734,-372.422211,-321.403900,-305.310974,-123.235603,-291.961273,-675.656555,-129.614227,-305.655090,-393.894775,-407.787384,,,,,,,,,,,,
5429,45.242000,-274.394623,-534.790466,-220.911163,-300.885254,-230.054504,-180.106628,-268.297607,-661.866333,-221.808777,-290.097595,-325.316223,-266.622040,-272.696594,-567.368591,-362.841187,-292.669739,-220.434326,-374.250885,-319.946411,-307.619263,-123.355591,-292.021393,-674.260803,-129.432144,-305.619080,-395.171906,-409.500641,,,,,,,,,,,,
5430,45.250000,-273.989746,-535.416016,-223.285751,-299.392914,-233.594208,-180.733170,-268.201447,-662.500183,-222.106995,-289.213104,-327.180328,-268.961975,-272.563934,-568.684204,-364.951904,-292.409210,-221.732834,-376.097961,-318.074463,-310.806732,-123.627800,-292.048553,-672.786621,-129.372314,-305.520416,-396.503906,-411.520477,,,,,,,,,,,,
5431,45.258000,-273.540833,-536.259033,-225.712555,-298.038147,-237.999954,-181.362976,-268.098480,-663.358948,-222.305252,-288.590179,-329.554535,-271.853821,-272.386261,-570.283508,-367.268921,-292.216370,-223.142868,-377.904816,-316.985931,-315.248199,-124.026665,-292.001160,-671.509155,-129.334122,-305.384613,-397.943146,-413.587189,,,,,,,,,,,,
5432,45.267000,-273.161774,-537.464233,-228.264740,-297.047333,-243.170349,-182.174362,-267.998657,-664.463684,-222.449890,-288.018860,-332.275421,-275.054443,-272.344849,-571.885437,-369.808502,-291.787445,-224.781342,-380.127319,-315.879974,-320.286530,-124.907806,-291.928711,-670.242065,-129.253510,-305.188629,-399.515778,-415.869629,,,,,,,,,,,,
5433,45.275000,-272.763763,-538.917847,-230.958389,-296.326263,-249.376617,-182.758179,-268.061401,-666.023682,-222.655304,-287.391449,-335.291779,-278.635223,-272.319092,-573.875366,-372.374847,-291.327789,-226.508591,-382.428345,-315.115753,-326.603577,-125.690895,-291.996918,-668.922791,-129.215027,-305.012573,-401.393005,-418.194733,,,,,,,,,,,,
5434,45.283000,-272.499390,-540.666565,-233.536728,-295.718079,-256.552277,-182.927887,-268.161774,-667.586182,-222.836655,-286.839874,-338.515930,-282.354950,-272.393585,-575.917786,-374.875580,-290.600037,-228.478012,-384.838898,-314.558960,-334.125244,-126.781914,-292.109344,-667.705139,-129.210388,-304.803101,-403.334045,-420.553436,,,,,,,,,,,,
5435,45.292000,-272.311188,-542.573303,-236.060730,-294.785614,-264.261414,-183.633194,-268.414337,-669.312561,-222.922211,-286.077972,-341.829468,-286.367432,-272.427338,-578.115234,-377.380188,-289.768829,-230.701874,-387.363464,-313.925201,-342.472778,-127.910645,-292.326111,-666.407837,-129.216248,-304.547516,-405.479980,-423.018707,,,,,,,,,,,,
5436,45.300000,-272.068939,-544.475098,-238.593536,-293.567932,-272.690247,-184.370071,-268.609009,-670.972717,-222.843292,-285.290802,-345.225067,-290.519897,-272.519501,-580.406128,-379.758270,-289.037201,-232.838654,-389.923645,-313.028687,-351.240753,-128.772186,-292.441895,-665.318176,-129.121475,-304.305573,-407.651703,-425.476196,,,,,,,,,,,,
5437,45.308000,-271.890778,-546.436523,-241.050720,-292.400055,-282.087952,-185.184952,-268.656799,-672.579529,-222.693253,-284.538483,-348.906555,-294.825073,-272.501373,-582.755920,-382.312164,-288.393188,-235.108582,-392.634125,-311.765259,-360.407532,-129.639648,-292.362640,-664.205627,-129.128067,-303.942139,-409.922394,-427.992859,,,,,,,,,,,,
5438,45.317000,-271.558167,-548.545105,-243.634445,-291.071228,-291.808228,-185.908707,-268.652283,-674.470459,-222.548386,-283.240021,-352.724915,-299.271179,-272.318542,-585.173218,-384.873688,-287.790192,-237.406097,-395.377594,-310.215332,-370.100281,-130.897095,-292.631836,-662.837036,-128.843079,-303.624390,-412.324707,-430.635315,,,,,,,,,,,,
5439,45.325000,-271.165070,-550.974609,-246.196640,-289.263000,-301.467896,-187.321228,-268.471649,-676.451294,-222.190308,-282.415192,-356.199890,-303.840485,-272.132202,-587.496338,-387.373901,-287.203766,-239.727631,-398.253784,-308.451050,-380.390350,-132.573715,-292.780060,-661.706665,-129.030960,-303.344238,-414.684570,-433.246063,,,,,,,,,,,,
5440,45.333000,-270.590881,-553.760986,-248.717468,-287.693634,-311.354523,-188.779694,-268.241455,-678.653015,-221.697922,-281.305939,-359.530029,-308.238770,-271.713745,-590.026245,-390.063751,-286.597107,-242.126541,-401.231689,-306.686188,-390.709259,-134.746017,-292.764435,-660.310608,-129.156952,-302.814331,-417.264008,-436.054565,,,,,,,,,,,,
5441,45.342000,-270.077118,-556.777344,-251.264786,-286.200439,-320.973785,-190.253189,-267.886475,-680.821594,-221.323380,-280.649841,-362.838043,-312.222229,-271.287170,-592.729553,-392.897461,-286.080902,-244.716980,-404.266388,-305.212036,-401.197144,-137.356491,-292.704224,-658.953430,-129.268417,-302.440704,-419.884674,-438.925140,,,,,,,,,,,,
5442,45.350000,-269.576141,-560.185974,-254.046326,-284.929871,-330.218262,-191.760345,-267.661407,-683.178101,-220.529221,-280.041626,-366.139313,-315.744873,-270.855743,-595.498413,-395.750488,-285.592651,-247.477127,-407.170685,-303.907379,-411.127075,-139.892334,-292.666412,-657.706543,-129.269577,-302.081268,-422.629578,-441.745209,,,,,,,,,,,,
5443,45.358000,-269.236755,-563.639465,-256.638458,-284.006256,-338.687012,-193.367065,-267.522064,-685.661438,-219.570801,-279.573181,-369.310791,-318.866333,-270.498413,-598.595337,-398.681610,-284.896057,-250.514114,-410.043976,-303.161469,-419.722687,-141.731323,-292.595367,-656.434143,-129.394089,-301.451965,-425.641479,-444.647461,,,,,,,,,,,,
5444,45.367000,-268.982056,-567.274597,-259.312653,-283.641571,-346.175598,-195.158936,-267.471527,-688.282898,-218.388580,-278.959412,-372.569000,-321.679260,-270.142700,-601.860596,-401.438995,-284.172607,-253.680771,-412.689392,-302.615387,-427.022034,-143.403702,-292.657349,-655.152344,-129.664078,-300.985596,-428.781494,-447.349152,,,,,,,,,,,,
5445,45.375000,-268.878784,-570.742004,-261.919708,-283.363647,-352.417786,-197.247589,-267.502625,-690.539612,-217.238266,-278.544769,-376.137207,-324.347931,-269.810150,-605.268799,-404.117157,-283.434692,-257.063965,-415.290558,-302.669983,-433.244843,-145.289154,-292.685913,-653.887329,-129.816513,-300.305389,-432.128021,-450.101868,,,,,,,,,,,,
5446,45.383000,-268.950867,-574.133728,-264.406189,-283.398071,-357.656372,-199.511063,-267.518280,-692.504395,-215.887497,-278.304108,-379.434540,-326.823883,-269.527954,-608.566467,-406.737946,-282.790253,-260.397583,-417.884735,-302.866974,-438.249817,-147.347580,-292.865295,-652.439209,-129.981857,-299.714783,-435.563446,-452.678619,,,,,,,,,,,,
5447,45.392000,-268.918518,-577.320862,-266.888123,-283.830444,-361.764252,-201.637711,-267.523590,-694.209534,-214.658356,-277.987579,-382.407501,-329.287201,-268.888428,-611.854614,-409.242310,-282.266052,-263.691833,-420.740448,-303.311005,-442.311768,-149.361496,-292.894073,-651.070007,-130.133133,-299.049408,-438.837036,-455.449799,,,,,,,,,,,,
5448,45.400000,-268.612701,-580.257446,-269.227753,-284.126709,-365.041809,-204.056580,-267.411041,-695.212585,-213.589615,-277.823395,-384.922729,-331.649231,-268.121399,-614.928833,-411.663452,-282.009308,-266.752716,-423.802795,-303.796173,-445.333282,-151.399292,-292.959045,-649.483032,-130.422012,-298.371948,-441.931183,-458.241211,,,,,,,,,,,,
5449,45.408000,-268.222931,-582.586304,-271.391724,-284.279877,-367.769775,-206.548203,-267.039215,-696.019470,-212.376541,-278.073273,-387.071198,-334.378052,-267.203857,-617.719177,-413.799530,-282.011169,-269.706360,-427.118195,-303.784302,-447.557373,-153.235687,-292.907990,-647.886536,-130.695404,-297.766846,-445.015778,-461.064819,,,,,,,,,,,,
5450,45.417000,-267.920715,-584.343384,-273.277405,-284.430542,-369.598236,-209.421875,-266.364410,-696.193054,-211.140305,-278.105286,-389.195618,-337.075867,-266.059387,-620.325195,-415.501831,-282.224213,-272.373840,-430.571564,-303.856476,-448.648346,-154.763931,-292.716370,-646.124023,-131.027039,-297.067780,-447.982025,-463.810333,,,,,,,,,,,,
5451,45.425000,-267.709381,-585.662231,-274.997284,-284.789093,-371.003448,-212.324417,-265.508911,-696.001587,-209.986511,-278.163605,-391.133118,-339.890808,-264.864410,-622.655334,-416.948792,-282.676178,-274.849274,-434.008179,-303.979065,-448.920258,-156.211655,-292.589935,-644.190918,-131.242477,-296.551849,-450.754761,-466.417908,,,,,,,,,,,,
5452,45.433000,-267.346436,-586.944092,-276.433167,-285.454926,-371.681549,-215.185165,-264.725311,-695.797791,-208.964981,-278.472321,-392.666260,-342.480804,-263.582092,-624.741150,-418.228424,-283.243805,-277.205688,-437.564117,-304.463745,-448.804993,-157.954849,-292.538696,-642.412720,-131.481964,-295.892792,-453.367249,-468.919708,,,,,,,,,,,,
5453,45.442000,-267.014191,-588.149414,-277.834625,-286.487823,-371.769653,-217.917618,-264.206818,-695.592041,-208.115967,-278.956451,-394.223022,-344.964508,-262.254761,-626.737000,-419.473938,-283.911743,-279.417114,-440.858429,-305.432678,-448.391846,-159.813568,-292.551239,-641.072327,-131.745590,-295.357727,-455.792816,-471.176331,,,,,,,,,,,,
5454,45.450000,-266.808258,-589.493103,-279.268097,-287.954193,-371.536346,-220.259232,-263.857758,-695.699463,-207.563782,-279.588654,-395.354431,-346.863434,-261.006592,-628.694763,-420.637970,-284.563599,-281.628448,-443.932617,-306.862305,-447.588593,-161.253937,-292.872742,-640.300110,-132.209930,-294.741821,-458.236694,-473.514526,,,,,,,,,,,,
5455,45.458000,-266.946411,-590.984863,-280.744965,-290.029724,-371.133636,-222.148239,-263.614227,-696.180481,-207.600723,-280.424408,-396.366760,-348.394409,-259.871704,-630.485291,-421.949432,-285.198975,-283.724548,-446.799164,-309.010956,-446.547821,-162.421219,-293.674805,-640.027588,-133.165894,-294.195129,-460.482330,-475.701813,,,,,,,,,,,,
5456,45.467000,-267.122803,-592.844666,-282.303070,-292.512726,-370.498901,-223.468430,-263.442871,-697.131836,-208.099380,-281.402252,-397.231812,-349.385742,-258.927612,-632.468201,-423.509552,-285.689758,-285.811554,-449.248383,-311.519257,-445.416687,-163.251495,-294.503998,-640.570312,-134.563019,-293.588867,-462.683441,-478.008698,,,,,,,,,,,,
5457,45.475000,-267.389832,-595.140625,-284.144470,-295.126038,-369.786743,-224.420166,-263.867065,-698.763794,-209.101746,-282.678223,-397.952911,-349.797546,-258.079742,-634.478821,-425.434143,-286.046082,-288.008087,-451.357117,-314.611755,-444.196136,-163.599854,-295.705017,-641.938843,-136.262756,-292.998962,-464.832916,-480.119324,,,,,,,,,,,,
5458,45.483000,-267.738434,-597.926086,-286.200439,-297.879303,-369.040894,-225.031952,-264.598450,-701.280701,-210.732468,-283.802551,-398.416656,-349.830261,-257.539001,-636.471191,-427.565063,-286.209320,-290.151031,-453.236298,-317.844269,-442.941437,-163.680557,-297.071167,-644.067139,-138.393997,-292.503204,-466.972260,-482.365173,,,,,,,,,,,,
5459,45.492000,-268.339966,-600.861023,-288.429260,-300.737549,-367.875732,-225.180420,-265.660309,-704.135376,-212.671951,-284.916382,-398.803467,-349.550659,-257.012177,-638.615295,-429.974335,-286.495667,-292.220306,-454.858459,-320.787842,-441.603577,-163.600449,-298.666229,-646.918701,-140.723022,-292.069946,-469.018250,-484.497711,,,,,,,,,,,,
5460,45.500000,-268.971283,-604.105835,-290.642151,-302.977325,-366.813385,-225.464188,-266.727264,-707.778198,-215.406876,-286.217194,-399.167480,-349.100281,-256.853027,-640.616089,-432.440125,-286.509308,-294.363281,-456.210754,-323.571625,-440.122864,-163.592575,-300.126282,-650.665955,-143.309631,-291.727417,-470.823883,-486.622620,,,,,,,,,,,,
5461,45.508000,-269.574554,-607.707275,-292.826202,-304.616333,-365.542755,-225.720001,-267.883545,-711.921570,-218.240707,-287.022278,-399.614166,-348.889587,-256.814026,-642.767273,-434.988190,-286.581329,-296.335693,-457.371796,-325.493652,-438.596008,-163.910919,-301.379242,-655.386414,-146.006912,-291.529480,-472.642181,-488.603760,,,,,,,,,,,,
5462,45.517000,-270.334442,-611.498169,-294.899567,-305.664825,-364.152191,-226.173416,-268.717590,-716.680847,-221.811981,-287.777557,-399.936737,-348.775635,-257.077148,-644.583374,-437.526764,-286.821198,-298.096558,-458.607605,-326.703400,-436.993103,-164.338486,-302.828186,-660.813660,-148.748199,-291.475311,-474.276428,-490.567535,,,,,,,,,,,,
5463,45.525000,-271.159332,-615.517151,-296.982239,-306.182495,-362.635773,-227.109985,-269.769012,-721.675964,-225.371414,-288.298187,-399.939453,-349.103455,-257.549316,-645.954529,-440.079224,-287.232819,-299.596039,-460.248840,-327.430756,-435.389374,-165.082626,-304.005951,-666.961182,-151.651718,-291.778564,-475.594849,-492.811920,,,,,,,,,,,,
5464,45.533000,-271.782074,-619.678650,-298.868744,-306.435516,-360.885132,-228.215332,-270.555878,-727.388916,-229.488480,-288.693573,-399.597717,-349.836029,-258.064819,-647.237366,-442.539520,-287.251556,-300.543121,-462.383575,-327.462189,-433.762482,-166.106125,-304.888947,-674.119568,-154.503433,-292.232697,-476.644989,-495.031952,,,,,,,,,,,,
5465,45.542000,-272.123108,-623.954346,-300.446167,-306.132141,-359.335419,-229.908508,-271.013031,-733.322754,-233.983643,-288.893707,-399.337128,-351.057922,-258.783112,-648.243042,-444.749939,-287.426056,-301.511627,-464.748169,-327.450470,-432.142700,-167.349625,-305.162018,-682.301514,-157.311569,-292.754822,-477.609497,-497.228180,,,,,,,,,,,,
5466,45.550000,-272.559845,-628.245605,-301.898193,-305.936005,-357.403107,-231.820770,-271.245178,-739.607910,-238.468704,-289.030731,-398.969513,-352.746185,-259.836670,-649.015259,-446.729736,-287.821320,-302.202820,-467.214325,-327.137817,-429.980225,-169.274368,-305.104675,-691.355591,-159.931427,-293.466339,-478.506073,-499.568176,,,,,,,,,,,,
5467,45.558000,-272.885071,-632.418152,-303.017273,-305.659485,-355.814606,-234.381683,-271.050201,-745.837158,-243.486557,-289.294281,-398.365662,-354.796173,-261.070038,-649.636169,-448.409363,-288.011871,-302.859589,-470.180115,-326.994446,-427.939453,-171.328125,-304.464905,-701.218933,-162.583527,-294.304199,-479.235962,-501.746704,,,,,,,,,,,,
5468,45.567000,-273.164795,-636.581604,-303.977417,-305.354340,-354.159515,-237.065491,-270.667114,-752.145142,-248.926346,-289.365509,-397.934906,-357.127502,-262.596924,-650.158386,-449.848633,-288.312775,-303.379944,-473.175964,-326.559174,-426.163025,-173.976364,-303.472229,-712.057434,-165.585983,-295.339600,-479.914337,-504.050903,,,,,,,,,,,,
5469,45.575000,-273.524231,-640.760010,-304.934906,-304.991455,-352.604675,-239.863281,-270.560120,-758.670288,-254.875214,-289.628540,-397.474396,-359.593292,-264.206421,-650.444397,-451.196014,-288.811005,-303.709991,-476.232880,-326.251007,-424.442474,-176.705200,-302.382812,-723.410583,-169.022552,-296.689606,-480.186737,-506.036041,,,,,,,,,,,,
5470,45.583000,-273.951996,-644.888916,-306.070404,-304.402069,-351.190460,-242.778671,-270.556671,-764.924622,-261.200226,-289.937469,-396.932312,-362.165527,-265.950836,-650.424683,-452.476044,-289.242950,-303.789154,-479.258698,-325.661072,-422.897430,-179.252319,-301.665741,-735.107666,-173.103348,-297.868469,-480.540009,-508.045074,,,,,,,,,,,,
5471,45.592000,-274.602783,-649.217285,-307.140839,-303.776489,-350.000580,-245.539810,-270.062500,-771.468201,-268.190125,-290.080383,-396.460083,-364.779541,-267.518280,-650.284058,-453.807709,-289.766083,-303.618683,-482.158600,-324.768158,-421.447693,-181.731674,-301.423431,-746.828491,-177.950348,-299.332306,-480.355408,-510.002380,,,,,,,,,,,,
5472,45.600000,-275.249573,-653.553223,-308.381042,-303.029388,-348.801453,-248.088455,-271.048279,-777.765442,-275.303711,-290.251923,-395.782593,-367.221344,-269.102478,-649.999939,-454.800781,-290.506195,-303.252075,-484.835632,-323.898132,-420.344879,-184.325821,-301.340363,-758.937256,-183.536667,-300.624084,-480.249359,-511.751709,,,,,,,,,,,,
5473,45.608000,-276.157867,-657.871704,-309.517731,-302.288147,-347.980194,-250.255173,-273.199677,-783.088867,-282.924072,-290.376465,-395.363800,-369.430115,-270.735748,-649.681824,-455.882812,-291.177032,-303.023834,-487.043243,-322.731232,-419.615051,-186.729553,-301.451202,-771.414978,-189.631531,-301.994934,-480.080444,-513.259155,,,,,,,,,,,,
5474,45.617000,-277.242554,-662.106262,-310.845093,-301.644928,-347.336975,-252.275589,-274.584717,-788.548401,-290.401337,-290.661682,-395.201233,-371.240601,-272.466309,-649.425659,-456.844086,-292.040405,-302.794556,-488.794189,-322.256378,-418.878021,-188.531509,-302.020752,-782.770752,-196.685684,-303.415985,-479.797699,-514.547668,,,,,,,,,,,,
5475,45.625000,-278.490143,-666.500610,-312.273407,-301.432007,-346.834442,-253.735931,-275.822021,-793.745422,-298.188171,-291.182129,-395.182861,-372.682220,-274.265411,-649.147705,-457.793304,-292.748627,-302.581207,-490.008484,-322.064301,-418.392303,-190.044022,-302.793793,-793.977417,-203.952545,-304.831726,-479.525269,-515.561096,,,,,,,,,,,,
5476,45.633000,-279.891266,-670.923645,-313.859711,-301.451233,-346.691193,-254.873962,-277.176392,-798.779236,-306.169861,-291.916290,-395.206665,-373.585541,-276.018341,-649.109680,-458.798889,-293.573334,-302.577789,-491.024017,-322.179138,-418.302704,-191.262375,-303.681488,-805.312744,-212.071884,-306.194275,-479.282349,-516.416260,,,,,,,,,,,,
5477,45.642000,-281.339142,-675.490112,-315.769928,-301.995270,-346.768127,-255.506195,-278.831543,-803.538879,-313.959656,-292.677490,-395.379700,-374.349579,-277.772888,-649.078186,-459.863495,-294.313599,-302.473053,-491.533997,-322.832886,-418.451874,-192.047592,-305.040497,-815.876770,-220.376419,-307.558228,-479.191254,-517.180176,,,,,,,,,,,,
5478,45.650000,-282.999725,-680.055847,-317.723816,-302.810303,-346.909119,-255.886826,-280.759766,-807.994019,-321.779816,-293.685516,-395.604279,-374.654541,-279.374146,-649.163330,-460.906616,-295.114655,-302.459076,-491.672424,-324.012146,-418.902527,-192.557098,-307.446869,-826.140381,-228.797028,-308.852020,-478.875427,-517.686462,,,,,,,,,,,,
5479,45.658000,-284.569672,-684.491882,-319.661469,-304.313141,-347.379211,-255.751907,-282.807434,-812.108704,-329.502899,-294.985870,-395.752625,-374.686920,-280.932861,-649.088867,-461.822510,-295.973114,-302.324249,-491.495300,-325.580475,-419.426025,-192.780960,-309.488373,-835.883423,-237.673599,-310.043884,-478.583618,-517.982849,,,,,,,,,,,,
5480,45.667000,-286.190918,-688.768799,-321.484131,-306.047485,-348.043304,-255.555542,-284.760956,-815.805054,-337.072296,-296.280762,-396.032379,-374.714996,-282.277771,-648.989563,-462.470123,-296.958008,-302.120789,-491.079407,-327.473175,-420.370148,-192.941086,-311.443939,-845.120117,-246.976044,-311.222870,-478.212036,-518.195496,,,,,,,,,,,,
